Well,Plate,Compound,Concentration,Replicate,t_0,t_2.08,t_4.16,t_6.24,t_8.32,t_10.4,t_12.48,MIC,Smiles
F10,111-DR1,Z275747432,3.13,E,0,0.181287202974642,0.497901472958524,0.640888562628664,0.758342243429137,0.868135901568709,0.967716196160414,Inactive,CN(CC=1C=CC=CC1F)C2=NC(=NC(=N2)N3CCCC3)N4CCCC4
F11,111-DR1,Z275747432,0.781,E,0,0.173627180313742,0.487688109410657,0.643441903515631,0.771108947863971,0.888562628664443,0.995802945917048,Inactive,CN(CC=1C=CC=CC1F)C2=NC(=NC(=N2)N3CCCC3)N4CCCC4
F12,111-DR1,Z275747432,0.2,E,0,0.178733862087675,0.490241450297624,0.640888562628664,0.75578890254217,0.873242583342642,0.983036241482214,Inactive,CN(CC=1C=CC=CC1F)C2=NC(=NC(=N2)N3CCCC3)N4CCCC4
F13,111-DR1,Z1708216761,50,E,0,0.0970269537047381,0.311507588209948,0.523434881828192,0.61280181287203,0.689402039481034,0.783875652298805,Inactive,CC1=CN=C(CNS(=O)(=O)C2=CSC(=C2)[N+](=O)[O-])O1
F14,111-DR1,Z1708216761,12.5,E,0,0.14298708967014,0.441727973445255,0.582161722228428,0.704722084802834,0.811962402055439,0.916649378421078,Inactive,CC1=CN=C(CNS(=O)(=O)C2=CSC(=C2)[N+](=O)[O-])O1
F15,111-DR1,Z1708216761,3.13,E,0,0.171073839426775,0.474921404975823,0.62046183553293,0.745575538994303,0.855369197133875,0.967716196160414,Inactive,CC1=CN=C(CNS(=O)(=O)C2=CSC(=C2)[N+](=O)[O-])O1
F16,111-DR1,Z1708216761,0.781,E,0,0.176180521200709,0.515774859167292,0.653655267063498,0.771108947863971,0.886009287777476,0.995802945917048,Inactive,CC1=CN=C(CNS(=O)(=O)C2=CSC(=C2)[N+](=O)[O-])O1
F17,111-DR1,Z1708216761,0.2,E,0,0.165967157652841,0.482581427636723,0.645995244402598,0.781322311411838,0.903882673986244,1.01112299123885,Inactive,CC1=CN=C(CNS(=O)(=O)C2=CSC(=C2)[N+](=O)[O-])O1
F18,111-DR1,Z1172141090,50,E,0,0.186393884748576,0.54130826803696,0.686848698594067,0.814515742942406,0.929416082855912,1.03665640010852,Inactive,CNS(=O)(=O)C=1C=CC(C)=C(NC(=O)NCC=2C=CC=NC2)C1
F19,111-DR1,Z1172141090,12.5,E,0,0.153200453218007,0.495348132071557,0.625568517306864,0.720042130124635,0.811962402055439,0.934522764629845,Inactive,CNS(=O)(=O)C=1C=CC(C)=C(NC(=O)NCC=2C=CC=NC2)C1
F20,111-DR1,Z1172141090,3.13,E,0,0.181287202974642,0.513221518280325,0.663868630611366,0.791535674959705,0.908989355760177,1.01622967301278,Inactive,CNS(=O)(=O)C=1C=CC(C)=C(NC(=O)NCC=2C=CC=NC2)C1
F21,111-DR1,Z1172141090,0.781,E,0,0.183840543861609,0.474921404975823,0.633228539967764,0.758342243429137,0.860475878907808,0.967716196160414,Inactive,CNS(=O)(=O)C=1C=CC(C)=C(NC(=O)NCC=2C=CC=NC2)C1
F22,111-DR1,Z1172141090,0.2,E,0,0.188947225635543,0.495348132071557,0.625568517306864,0.745575538994303,0.855369197133875,0.957502832612546,Inactive,CNS(=O)(=O)C=1C=CC(C)=C(NC(=O)NCC=2C=CC=NC2)C1
G03,111-DR1,Z295866340,50,D,0,0.160860475878908,0.362574405949284,0.416194564575587,0.431514609897388,0.431514609897388,0.434067950784354,Inactive,CCN1C(=O)CC(N2CCN(CC2)C=3C=C4N(CC)C=C(C(=O)O)C(=O)C4=CC3F)C1=O
G04,111-DR1,Z295866340,12.5,D,0,0.163413816765875,0.505561495619425,0.623015176419897,0.714935448350701,0.804302379394539,0.886009287777476,Inactive,CCN1C(=O)CC(N2CCN(CC2)C=3C=C4N(CC)C=C(C(=O)O)C(=O)C4=CC3F)C1=O
G05,111-DR1,Z295866340,3.13,D,0,0.160860475878908,0.510668177393358,0.645995244402598,0.773662288750937,0.89111596955141,1.00346296857795,Inactive,CCN1C(=O)CC(N2CCN(CC2)C=3C=C4N(CC)C=C(C(=O)O)C(=O)C4=CC3F)C1=O
G06,111-DR1,Z295866340,0.781,D,0,0.165967157652841,0.503008154732458,0.635781880854731,0.76344892520307,0.868135901568709,0.97026953704738,Inactive,CCN1C(=O)CC(N2CCN(CC2)C=3C=C4N(CC)C=C(C(=O)O)C(=O)C4=CC3F)C1=O
G07,111-DR1,Z295866340,0.2,D,0,0.178733862087675,0.48513476852369,0.651101926176532,0.788982334072738,0.911542696647144,1.02133635478672,Inactive,CCN1C(=O)CC(N2CCN(CC2)C=3C=C4N(CC)C=C(C(=O)O)C(=O)C4=CC3F)C1=O
G08,111-DR1,Z608581708,50,D,0,0.168520498539808,0.508114836506391,0.653655267063498,0.786428993185771,0.906436014873211,1.01622967301278,Inactive,CC(C)N1N=C(C)C(NS(=O)(=O)C=2C=CC(CC(=O)O)=CC2)=C1C
G09,111-DR1,Z608581708,12.5,D,0,0.178733862087675,0.490241450297624,0.653655267063498,0.783875652298805,0.903882673986244,1.01878301389975,Inactive,CC(C)N1N=C(C)C(NS(=O)(=O)C=2C=CC(CC(=O)O)=CC2)=C1C
G10,111-DR1,Z608581708,3.13,D,0,0.165967157652841,0.492794791184591,0.651101926176532,0.768555606977004,0.888562628664443,1.00601630946492,Inactive,CC(C)N1N=C(C)C(NS(=O)(=O)C=2C=CC(CC(=O)O)=CC2)=C1C
G11,111-DR1,Z608581708,0.781,D,0,0.181287202974642,0.474921404975823,0.630675199080797,0.768555606977004,0.89111596955141,1.00601630946492,Inactive,CC(C)N1N=C(C)C(NS(=O)(=O)C=2C=CC(CC(=O)O)=CC2)=C1C
G12,111-DR1,Z608581708,0.2,D,0,0.474921404975823,0.459601359654022,0.605141790211129,0.737915516333402,0.855369197133875,0.965162855273447,Inactive,CC(C)N1N=C(C)C(NS(=O)(=O)C=2C=CC(CC(=O)O)=CC2)=C1C
G13,111-DR1,Z735389982,50,D,0,0.191500566522509,0.474921404975823,0.648548585289565,0.76344892520307,0.875795924229609,0.980482900595248,Inactive,COC(=O)NCC(=O)NC1=NC=2C=C3OCCOC3=CC2S1
G14,111-DR1,Z735389982,12.5,D,0,0.188947225635543,0.490241450297624,0.648548585289565,0.760895584316103,0.870689242455676,0.977929559708281,Inactive,COC(=O)NCC(=O)NC1=NC=2C=C3OCCOC3=CC2S1
G15,111-DR1,Z735389982,3.13,D,0,0.191500566522509,0.508114836506391,0.653655267063498,0.783875652298805,0.896222651325343,1.00601630946492,Inactive,COC(=O)NCC(=O)NC1=NC=2C=C3OCCOC3=CC2S1
G16,111-DR1,Z735389982,0.781,D,0,0.398321178366819,0.656208607950465,0.732808834559469,0.776215629637904,0.753235561655203,0.791535674959705,Inactive,COC(=O)NCC(=O)NC1=NC=2C=C3OCCOC3=CC2S1
G17,111-DR1,Z735389982,0.2,D,0,0.181287202974642,0.503008154732458,0.653655267063498,0.791535674959705,0.906436014873211,1.01622967301278,Inactive,COC(=O)NCC(=O)NC1=NC=2C=C3OCCOC3=CC2S1
G18,111-DR1,Z1252775035,50,D,0,0.219587316279144,0.531094904489092,0.666421971498332,0.786428993185771,0.886009287777476,0.983036241482214,Inactive,CCOC1CC(N(C)S(=O)(=O)C=2C=C(C)C(C)=CC2[N+](=O)[O-])C31CCCC3
G19,111-DR1,Z1252775035,12.5,D,0,0.181287202974642,0.505561495619425,0.656208607950465,0.776215629637904,0.888562628664443,0.998356286804015,Inactive,CCOC1CC(N(C)S(=O)(=O)C=2C=C(C)C(C)=CC2[N+](=O)[O-])C31CCCC3
G20,111-DR1,Z1252775035,3.13,D,0,0.176180521200709,0.503008154732458,0.668975312385299,0.791535674959705,0.908989355760177,1.01622967301278,Inactive,CCOC1CC(N(C)S(=O)(=O)C=2C=C(C)C(C)=CC2[N+](=O)[O-])C31CCCC3
G21,111-DR1,Z1252775035,0.781,D,0,0.168520498539808,0.48513476852369,0.638335221741698,0.766002266090037,0.880902606003543,0.988142923256148,Inactive,CCOC1CC(N(C)S(=O)(=O)C=2C=C(C)C(C)=CC2[N+](=O)[O-])C31CCCC3
G22,111-DR1,Z1252775035,0.2,D,0,0.153200453218007,0.508114836506391,0.651101926176532,0.758342243429137,0.873242583342642,0.985589582369181,Inactive,CCOC1CC(N(C)S(=O)(=O)C=2C=C(C)C(C)=CC2[N+](=O)[O-])C31CCCC3
H03,111-DR1,Z295866340,50,E,0,0.155753794104974,0.360021065062318,0.411087882801653,0.428961269010421,0.426407928123454,0.42130124634952,Inactive,CCN1C(=O)CC(N2CCN(CC2)C=3C=C4N(CC)C=C(C(=O)O)C(=O)C4=CC3F)C1=O
H04,111-DR1,Z295866340,12.5,E,0,0.171073839426775,0.495348132071557,0.600035108437196,0.702168743915867,0.786428993185771,0.857922538020842,Inactive,CCN1C(=O)CC(N2CCN(CC2)C=3C=C4N(CC)C=C(C(=O)O)C(=O)C4=CC3F)C1=O
H05,111-DR1,Z295866340,3.13,E,0,0.165967157652841,0.510668177393358,0.651101926176532,0.791535674959705,0.903882673986244,0.998356286804015,Inactive,CCN1C(=O)CC(N2CCN(CC2)C=3C=C4N(CC)C=C(C(=O)O)C(=O)C4=CC3F)C1=O
H06,111-DR1,Z295866340,0.781,E,0,0.178733862087675,0.525988222715159,0.6766353350462,0.794089015846672,0.906436014873211,1.01112299123885,Inactive,CCN1C(=O)CC(N2CCN(CC2)C=3C=C4N(CC)C=C(C(=O)O)C(=O)C4=CC3F)C1=O
H07,111-DR1,Z295866340,0.2,E,0,0.171073839426775,0.48513476852369,0.633228539967764,0.758342243429137,0.880902606003543,0.983036241482214,Inactive,CCN1C(=O)CC(N2CCN(CC2)C=3C=C4N(CC)C=C(C(=O)O)C(=O)C4=CC3F)C1=O
H08,111-DR1,Z608581708,50,E,0,0.173627180313742,0.497901472958524,0.638335221741698,0.773662288750937,0.888562628664443,0.988142923256148,Inactive,CC(C)N1N=C(C)C(NS(=O)(=O)C=2C=CC(CC(=O)O)=CC2)=C1C
H09,111-DR1,Z608581708,12.5,E,0,0.173627180313742,0.508114836506391,0.661315289724399,0.781322311411838,0.89877599221231,1.00090962769098,Inactive,CC(C)N1N=C(C)C(NS(=O)(=O)C=2C=CC(CC(=O)O)=CC2)=C1C
H10,111-DR1,Z608581708,3.13,E,0,0.173627180313742,0.500454813845491,0.640888562628664,0.771108947863971,0.886009287777476,0.985589582369181,Inactive,CC(C)N1N=C(C)C(NS(=O)(=O)C=2C=CC(CC(=O)O)=CC2)=C1C
H11,111-DR1,Z608581708,0.781,E,0,0.47747474586279,0.760895584316103,0.82728244737724,0.837495810925107,0.791535674959705,0.773662288750937,Inactive,CC(C)N1N=C(C)C(NS(=O)(=O)C=2C=CC(CC(=O)O)=CC2)=C1C
H12,111-DR1,Z608581708,0.2,E,0,0.194053907409476,0.515774859167292,0.671528653272266,0.804302379394539,0.924309401081978,1.03154971833458,Inactive,CC(C)N1N=C(C)C(NS(=O)(=O)C=2C=CC(CC(=O)O)=CC2)=C1C
H13,111-DR1,Z735389982,50,E,0,0.188947225635543,0.497901472958524,0.640888562628664,0.750682220768236,0.852815856246908,0.949842809951646,Inactive,COC(=O)NCC(=O)NC1=NC=2C=C3OCCOC3=CC2S1
H14,111-DR1,Z735389982,12.5,E,0,0.194053907409476,0.446834655219188,0.605141790211129,0.730255493672502,0.850262515359941,0.957502832612546,Inactive,COC(=O)NCC(=O)NC1=NC=2C=C3OCCOC3=CC2S1
H15,111-DR1,Z735389982,3.13,E,0,0.176180521200709,0.492794791184591,0.615355153758997,0.74812887988127,0.860475878907808,0.967716196160414,Inactive,COC(=O)NCC(=O)NC1=NC=2C=C3OCCOC3=CC2S1
H16,111-DR1,Z735389982,0.781,E,0,0.186393884748576,0.469814723201889,0.605141790211129,0.727702152785535,0.842602492699041,0.947289469064679,Inactive,COC(=O)NCC(=O)NC1=NC=2C=C3OCCOC3=CC2S1
H17,111-DR1,Z735389982,0.2,E,0,0.398321178366819,0.472368064088856,0.594928426663262,0.722595471011602,0.832389129151174,0.942182787290746,Inactive,COC(=O)NCC(=O)NC1=NC=2C=C3OCCOC3=CC2S1
H18,111-DR1,Z1252775035,50,E,0,0.211927293618244,0.536201586263026,0.663868630611366,0.778768970524871,0.893669310438377,1.00601630946492,Inactive,CCOC1CC(N(C)S(=O)(=O)C=2C=C(C)C(C)=CC2[N+](=O)[O-])C31CCCC3
H19,111-DR1,Z1252775035,12.5,E,0,0.283420838453314,0.607695131098096,0.740468857220369,0.83494247003814,0.888562628664443,0.967716196160414,Inactive,CCOC1CC(N(C)S(=O)(=O)C=2C=C(C)C(C)=CC2[N+](=O)[O-])C31CCCC3
H20,111-DR1,Z1252775035,3.13,E,0,0.173627180313742,0.503008154732458,0.645995244402598,0.76344892520307,0.88345594689051,0.985589582369181,Inactive,CCOC1CC(N(C)S(=O)(=O)C=2C=C(C)C(C)=CC2[N+](=O)[O-])C31CCCC3
H21,111-DR1,Z1252775035,0.781,E,0,0.163413816765875,0.428961269010421,0.597481767550229,0.704722084802834,0.82728244737724,0.942182787290746,Inactive,CCOC1CC(N(C)S(=O)(=O)C=2C=C(C)C(C)=CC2[N+](=O)[O-])C31CCCC3
H22,111-DR1,Z1252775035,0.2,E,0,0.178733862087675,0.525988222715159,0.617908494645963,0.74812887988127,0.860475878907808,0.960056173499513,Inactive,CCOC1CC(N(C)S(=O)(=O)C=2C=C(C)C(C)=CC2[N+](=O)[O-])C31CCCC3
I03,111-DR1,Z1223049609,50,D,0,0.107240317252605,0.403427860140753,0.551521631584827,0.623015176419897,0.6842953577071,0.758342243429137,Inactive,CN1C=NC([N+](=O)[O-])=C1SC2=NNC(=N2)C=3C=CC=CN3
I04,111-DR1,Z1223049609,12.5,D,0,0.145540430557107,0.462154700540989,0.610248471985063,0.720042130124635,0.81962242471634,0.919202719308045,Inactive,CN1C=NC([N+](=O)[O-])=C1SC2=NNC(=N2)C=3C=CC=CN3
I05,111-DR1,Z1223049609,3.13,D,0,0.155753794104974,0.508114836506391,0.640888562628664,0.771108947863971,0.888562628664443,1.00346296857795,Inactive,CN1C=NC([N+](=O)[O-])=C1SC2=NNC(=N2)C=3C=CC=CN3
I06,111-DR1,Z1223049609,0.781,D,0,0.168520498539808,0.515774859167292,0.656208607950465,0.783875652298805,0.896222651325343,1.01367633212582,Inactive,CN1C=NC([N+](=O)[O-])=C1SC2=NNC(=N2)C=3C=CC=CN3
I07,111-DR1,Z1223049609,0.2,D,0,0.171073839426775,0.513221518280325,0.658761948837432,0.786428993185771,0.901329333099277,1.01878301389975,Inactive,CN1C=NC([N+](=O)[O-])=C1SC2=NNC(=N2)C=3C=CC=CN3
I08,111-DR1,Z64431318,50,D,0,0.168520498539808,0.505561495619425,0.656208607950465,0.791535674959705,0.911542696647144,1.02644303656065,Inactive,NS(=O)(=O)C=1C=CC(NS(=O)(=O)C=2C=C(F)C=CC2F)=CC1
I09,111-DR1,Z64431318,12.5,D,0,0.168520498539808,0.503008154732458,0.661315289724399,0.783875652298805,0.903882673986244,1.00856965035188,Inactive,NS(=O)(=O)C=1C=CC(NS(=O)(=O)C=2C=C(F)C=CC2F)=CC1
I10,111-DR1,Z64431318,3.13,D,0,0.232354020713978,0.546414949810893,0.691955380368,0.796642356733639,0.870689242455676,0.96260951438648,Inactive,NS(=O)(=O)C=1C=CC(NS(=O)(=O)C=2C=C(F)C=CC2F)=CC1
I11,111-DR1,Z64431318,0.781,D,0,0.181287202974642,0.531094904489092,0.671528653272266,0.811962402055439,0.931969423742878,1.04431642276942,Inactive,NS(=O)(=O)C=1C=CC(NS(=O)(=O)C=2C=C(F)C=CC2F)=CC1
I12,111-DR1,Z64431318,0.2,D,0,0.176180521200709,0.467261382314923,0.645995244402598,0.750682220768236,0.865582560681742,0.965162855273447,Inactive,NS(=O)(=O)C=1C=CC(NS(=O)(=O)C=2C=C(F)C=CC2F)=CC1
I13,111-DR1,Z168691812,50,D,0,0.107240317252605,0.377894451271085,0.571948358680561,0.694508721254967,0.814515742942406,0.924309401081978,Inactive,OC=1C=CC(=CC1)C2=CCN(CC2)C(=O)C3=CC=C(S3)[N+](=O)[O-]
I14,111-DR1,Z168691812,12.5,D,0,0.148093771444074,0.451941336993122,0.607695131098096,0.740468857220369,0.868135901568709,0.990696264143115,Inactive,OC=1C=CC(=CC1)C2=CCN(CC2)C(=O)C3=CC=C(S3)[N+](=O)[O-]
I15,111-DR1,Z168691812,3.13,D,0,0.165967157652841,0.492794791184591,0.640888562628664,0.783875652298805,0.896222651325343,1.00090962769098,Inactive,OC=1C=CC(=CC1)C2=CCN(CC2)C(=O)C3=CC=C(S3)[N+](=O)[O-]
I16,111-DR1,Z168691812,0.781,D,0,0.19916058918341,0.500454813845491,0.645995244402598,0.760895584316103,0.875795924229609,0.983036241482214,Inactive,OC=1C=CC(=CC1)C2=CCN(CC2)C(=O)C3=CC=C(S3)[N+](=O)[O-]
I17,111-DR1,Z168691812,0.2,D,0,0.171073839426775,0.523434881828192,0.651101926176532,0.768555606977004,0.88345594689051,0.990696264143115,Inactive,OC=1C=CC(=CC1)C2=CCN(CC2)C(=O)C3=CC=C(S3)[N+](=O)[O-]
I18,111-DR1,Z2936914450,50,D,0,0.191500566522509,0.523434881828192,0.666421971498332,0.791535674959705,0.914096037534111,1.01878301389975,Inactive,CC=1N=C(C=CC1[N+](=O)[O-])N2CCN3CCOCC3(CO)C2
I19,111-DR1,Z2936914450,12.5,D,0,0.237460702487912,0.566841676906628,0.605141790211129,0.720042130124635,0.829835788264207,0.937076105516812,Inactive,CC=1N=C(C=CC1[N+](=O)[O-])N2CCN3CCOCC3(CO)C2
I20,111-DR1,Z2936914450,3.13,D,0,0.171073839426775,0.528541563602126,0.658761948837432,0.773662288750937,0.875795924229609,0.977929559708281,Inactive,CC=1N=C(C=CC1[N+](=O)[O-])N2CCN3CCOCC3(CO)C2
I21,111-DR1,Z2936914450,0.781,D,0,0.171073839426775,0.492794791184591,0.645995244402598,0.766002266090037,0.868135901568709,0.97026953704738,Inactive,CC=1N=C(C=CC1[N+](=O)[O-])N2CCN3CCOCC3(CO)C2
I22,111-DR1,Z2936914450,0.2,D,0,0.178733862087675,0.505561495619425,0.645995244402598,0.760895584316103,0.868135901568709,0.972822877934347,Inactive,CC=1N=C(C=CC1[N+](=O)[O-])N2CCN3CCOCC3(CO)C2
J03,111-DR1,Z1223049609,50,E,0,0.0995802945917049,0.408534541914686,0.574501699567528,0.62812185819383,0.681742016820133,0.753235561655203,Inactive,CN1C=NC([N+](=O)[O-])=C1SC2=NNC(=N2)C=3C=CC=CN3
J04,111-DR1,Z1223049609,12.5,E,0,0.160860475878908,0.469814723201889,0.605141790211129,0.707275425689801,0.811962402055439,0.911542696647144,Inactive,CN1C=NC([N+](=O)[O-])=C1SC2=NNC(=N2)C=3C=CC=CN3
J05,111-DR1,Z1223049609,3.13,E,0,0.168520498539808,0.525988222715159,0.6766353350462,0.809409061168473,0.924309401081978,1.02644303656065,Inactive,CN1C=NC([N+](=O)[O-])=C1SC2=NNC(=N2)C=3C=CC=CN3
J06,111-DR1,Z1223049609,0.781,E,0,0.186393884748576,0.520881540941225,0.658761948837432,0.801749038507572,0.908989355760177,1.01367633212582,Inactive,CN1C=NC([N+](=O)[O-])=C1SC2=NNC(=N2)C=3C=CC=CN3
J07,111-DR1,Z1223049609,0.2,E,0,0.176180521200709,0.513221518280325,0.666421971498332,0.783875652298805,0.896222651325343,1.00346296857795,Inactive,CN1C=NC([N+](=O)[O-])=C1SC2=NNC(=N2)C=3C=CC=CN3
J08,111-DR1,Z64431318,50,E,0,0.181287202974642,0.551521631584827,0.679188675933166,0.804302379394539,0.916649378421078,1.03410305922155,Inactive,NS(=O)(=O)C=1C=CC(NS(=O)(=O)C=2C=C(F)C=CC2F)=CC1
J09,111-DR1,Z64431318,12.5,E,0,0.165967157652841,0.513221518280325,0.666421971498332,0.788982334072738,0.908989355760177,1.02133635478672,Inactive,NS(=O)(=O)C=1C=CC(NS(=O)(=O)C=2C=C(F)C=CC2F)=CC1
J10,111-DR1,Z64431318,3.13,E,0,0.173627180313742,0.505561495619425,0.638335221741698,0.75578890254217,0.868135901568709,0.972822877934347,Inactive,NS(=O)(=O)C=1C=CC(NS(=O)(=O)C=2C=C(F)C=CC2F)=CC1
J11,111-DR1,Z64431318,0.781,E,0,0.171073839426775,0.500454813845491,0.656208607950465,0.781322311411838,0.89877599221231,1.00346296857795,Inactive,NS(=O)(=O)C=1C=CC(NS(=O)(=O)C=2C=C(F)C=CC2F)=CC1
J12,111-DR1,Z64431318,0.2,E,0,0.178733862087675,0.513221518280325,0.658761948837432,0.786428993185771,0.908989355760177,1.01622967301278,Inactive,NS(=O)(=O)C=1C=CC(NS(=O)(=O)C=2C=C(F)C=CC2F)=CC1
J13,111-DR1,Z168691812,50,E,0,0.114900339913506,0.357467724175351,0.569395017793594,0.689402039481034,0.801749038507572,0.914096037534111,Inactive,OC=1C=CC(=CC1)C2=CCN(CC2)C(=O)C3=CC=C(S3)[N+](=O)[O-]
J14,111-DR1,Z168691812,12.5,E,0,0.150647112331041,0.426407928123454,0.615355153758997,0.74812887988127,0.873242583342642,0.993249605030082,Inactive,OC=1C=CC(=CC1)C2=CCN(CC2)C(=O)C3=CC=C(S3)[N+](=O)[O-]
J15,111-DR1,Z168691812,3.13,E,0,0.150647112331041,0.462154700540989,0.62812185819383,0.753235561655203,0.873242583342642,0.988142923256148,Inactive,OC=1C=CC(=CC1)C2=CCN(CC2)C(=O)C3=CC=C(S3)[N+](=O)[O-]
J16,111-DR1,Z168691812,0.781,E,0,0.183840543861609,0.492794791184591,0.623015176419897,0.766002266090037,0.878349265116576,0.990696264143115,Inactive,OC=1C=CC(=CC1)C2=CCN(CC2)C(=O)C3=CC=C(S3)[N+](=O)[O-]
J17,111-DR1,Z168691812,0.2,E,0,0.178733862087675,0.505561495619425,0.643441903515631,0.768555606977004,0.873242583342642,0.977929559708281,Inactive,OC=1C=CC(=CC1)C2=CCN(CC2)C(=O)C3=CC=C(S3)[N+](=O)[O-]
J18,111-DR1,Z2936914450,50,E,0,0.176180521200709,0.47747474586279,0.625568517306864,0.75578890254217,0.870689242455676,0.983036241482214,Inactive,CC=1N=C(C=CC1[N+](=O)[O-])N2CCN3CCOCC3(CO)C2
J19,111-DR1,Z2936914450,12.5,E,0,0.178733862087675,0.487688109410657,0.640888562628664,0.768555606977004,0.880902606003543,0.983036241482214,Inactive,CC=1N=C(C=CC1[N+](=O)[O-])N2CCN3CCOCC3(CO)C2
J20,111-DR1,Z2936914450,3.13,E,0,0.171073839426775,0.487688109410657,0.62812185819383,0.74812887988127,0.860475878907808,0.967716196160414,Inactive,CC=1N=C(C=CC1[N+](=O)[O-])N2CCN3CCOCC3(CO)C2
J21,111-DR1,Z2936914450,0.781,E,0,0.176180521200709,0.554074972471794,0.674081994159233,0.794089015846672,0.89877599221231,1.00856965035188,Inactive,CC=1N=C(C=CC1[N+](=O)[O-])N2CCN3CCOCC3(CO)C2
J22,111-DR1,Z2936914450,0.2,E,0,0.171073839426775,0.513221518280325,0.6766353350462,0.799195697620605,0.911542696647144,1.02388969567368,Inactive,CC=1N=C(C=CC1[N+](=O)[O-])N2CCN3CCOCC3(CO)C2
K03,111-DR1,Z1998150879,50,D,0,0.150647112331041,0.513221518280325,0.653655267063498,0.791535674959705,0.911542696647144,1.02644303656065,Inactive,COC=1C=CC(=CN1)S(=O)(=O)NCCC=2C=CC=C(C2)C(=O)N
K04,111-DR1,Z1998150879,12.5,D,0,0.163413816765875,0.490241450297624,0.633228539967764,0.778768970524871,0.89877599221231,1.01622967301278,Inactive,COC=1C=CC(=CN1)S(=O)(=O)NCCC=2C=CC=C(C2)C(=O)N
K05,111-DR1,Z1998150879,3.13,D,0,0.158307134991941,0.523434881828192,0.671528653272266,0.809409061168473,0.916649378421078,1.02133635478672,Inactive,COC=1C=CC(=CN1)S(=O)(=O)NCCC=2C=CC=C(C2)C(=O)N
K06,111-DR1,Z1998150879,0.781,D,0,0.165967157652841,0.510668177393358,0.656208607950465,0.806855720281506,0.919202719308045,1.02388969567368,Inactive,COC=1C=CC(=CN1)S(=O)(=O)NCCC=2C=CC=C(C2)C(=O)N
K07,111-DR1,Z1998150879,0.2,D,0,0.171073839426775,0.497901472958524,0.645995244402598,0.788982334072738,0.901329333099277,1.01112299123885,Inactive,COC=1C=CC(=CN1)S(=O)(=O)NCCC=2C=CC=C(C2)C(=O)N
K08,111-DR1,Z1546137448,50,D,0,0.155753794104974,0.474921404975823,0.62812185819383,0.730255493672502,0.824729106490273,0.924309401081978,Inactive,[O-][N+](=O)C1=CNN=C1C(=O)NC2=CC(=NN2)C3=CC=4C=CC=CC4O3
K09,111-DR1,Z1546137448,12.5,D,0,0.296187542888148,0.492794791184591,0.638335221741698,0.771108947863971,0.888562628664443,1.00856965035188,Inactive,[O-][N+](=O)C1=CNN=C1C(=O)NC2=CC(=NN2)C3=CC=4C=CC=CC4O3
K10,111-DR1,Z1546137448,3.13,D,0,0.181287202974642,0.551521631584827,0.679188675933166,0.788982334072738,0.906436014873211,1.02133635478672,Inactive,[O-][N+](=O)C1=CNN=C1C(=O)NC2=CC(=NN2)C3=CC=4C=CC=CC4O3
K11,111-DR1,Z1546137448,0.781,D,0,0.181287202974642,0.464708041427956,0.62812185819383,0.760895584316103,0.880902606003543,0.990696264143115,Inactive,[O-][N+](=O)C1=CNN=C1C(=O)NC2=CC(=NN2)C3=CC=4C=CC=CC4O3
K12,111-DR1,Z1546137448,0.2,D,0,0.181287202974642,0.505561495619425,0.653655267063498,0.791535674959705,0.914096037534111,1.02133635478672,Inactive,[O-][N+](=O)C1=CNN=C1C(=O)NC2=CC(=NN2)C3=CC=4C=CC=CC4O3
K13,111-DR1,Z788681184,50,D,0,0.196607248296443,0.518328200054259,0.663868630611366,0.794089015846672,0.914096037534111,1.02644303656065,Inactive,CS(=O)(=O)NC=1C=CC=C2CN(CCC12)C(=O)NCCC=3C=CC=NC3
K14,111-DR1,Z788681184,12.5,D,0,0.191500566522509,0.505561495619425,0.651101926176532,0.776215629637904,0.89111596955141,1.00090962769098,Inactive,CS(=O)(=O)NC=1C=CC=C2CN(CCC12)C(=O)NCCC=3C=CC=NC3
K15,111-DR1,Z788681184,3.13,D,0,0.181287202974642,0.508114836506391,0.658761948837432,0.786428993185771,0.896222651325343,0.998356286804015,Inactive,CS(=O)(=O)NC=1C=CC=C2CN(CCC12)C(=O)NCCC=3C=CC=NC3
K16,111-DR1,Z788681184,0.781,D,0,0.183840543861609,0.492794791184591,0.648548585289565,0.786428993185771,0.903882673986244,1.01367633212582,Inactive,CS(=O)(=O)NC=1C=CC=C2CN(CCC12)C(=O)NCCC=3C=CC=NC3
K17,111-DR1,Z788681184,0.2,D,0,0.188947225635543,0.497901472958524,0.651101926176532,0.786428993185771,0.901329333099277,1.02388969567368,Inactive,CS(=O)(=O)NC=1C=CC=C2CN(CCC12)C(=O)NCCC=3C=CC=NC3
K18,111-DR1,Z1084007582,50,D,0,0.183840543861609,0.492794791184591,0.648548585289565,0.781322311411838,0.89877599221231,1.01112299123885,Inactive,[O-][N+](=O)C=1C=CC=NC1SC2=NN=C(CC=3C=CC=CC3F)O2
K19,111-DR1,Z1084007582,12.5,D,0,0.181287202974642,0.505561495619425,0.653655267063498,0.771108947863971,0.888562628664443,0.993249605030082,Inactive,[O-][N+](=O)C=1C=CC=NC1SC2=NN=C(CC=3C=CC=CC3F)O2
K20,111-DR1,Z1084007582,3.13,D,0,0.176180521200709,0.518328200054259,0.651101926176532,0.760895584316103,0.865582560681742,0.97026953704738,Inactive,[O-][N+](=O)C=1C=CC=NC1SC2=NN=C(CC=3C=CC=CC3F)O2
